,Date Played
655,20200805
656,20200805
657,20200805
658,20200805
659,20200805
660,20200805
661,20200805
662,20200805
663,20200805
664,20200805
665,20200805
666,20200805
667,20200805
668,20200805
669,20200805
670,20200805
671,20200805
672,20200805
673,20200806
674,20200806
675,20200806
676,20200807
677,20200807
678,20200807
679,20200807
680,20200807
681,20200807
682,20200807
683,20200807
684,20200807
685,20200807
686,20200807
687,20200807
688,20200807
689,20200807
690,20200807
691,20200807
692,20200807
693,20200807
694,20200807
695,20200807
696,20200807
697,20200808
698,20200808
699,20200808
700,20200808
701,20200808
702,20200808
703,20200808
704,20200808
705,20200808
706,20200808
707,20200808
708,20200808
709,20200808
710,20200808
711,20200808
712,20200808
713,20200808
714,20200808
715,20200808
716,20200808
717,20200808
718,20200808
719,20200808
720,20200808
721,20200808
722,20200808
723,20200808
724,20200808
725,20200808
726,20200808
727,20200808
728,20200808
729,20200808
730,20200808
731,20200808
732,20200808
733,20200808
734,20200808
735,20200808
736,20200808
737,20200808
738,20200808
739,20200808
740,20200808
741,20200808
742,20200808
743,20200808
744,20200808
745,20200808
746,20200808
747,20200808
748,20200808
749,20200808
750,20200808
751,20200808
752,20200808
753,20200808
754,20200808
755,20200808
756,20200808
757,20200808
758,20200808
759,20200808
760,20200808
761,20200808
762,20200808
763,20200808
764,20200808
765,20200808
766,20200808
767,20200808
768,20200808
769,20200808
770,20200808
771,20200808
772,20200808
773,20200808
774,20200808
775,20200808
776,20200808
777,20200808
778,20200808
779,20200808
780,20200808
781,20200808
782,20200808
783,20200808
784,20200808
785,20200808
786,20200808
787,20200808
788,20200808
789,20200808
790,20200808
791,20200808
792,20200808
793,20200808
794,20200808
795,20200808
796,20200808
797,20200808
798,20200808
799,20200808
800,20200808
801,20200808
802,20200808
803,20200808
804,20200808
805,20200808
806,20200808
807,20200808
808,20200808
809,20200808
810,20200808
811,20200808
812,20200808
813,20200808
814,20200808
815,20200808
816,20200808
817,20200808
818,20200808
819,20200808
820,20200808
821,20200808
822,20200808
823,20200808
824,20200808
825,20200808
826,20200808
827,20200808
828,20200808
829,20200808
830,20200809
831,20200809
832,20200809
833,20200809
834,20200809
835,20200809
836,20200809
837,20200809
838,20200809
839,20200809
840,20200809
841,20200809
842,20200809
843,20200809
844,20200809
845,20200809
846,20200809
847,20200809
848,20200809
849,20200809
850,20200809
851,20200809
852,20200809
853,20200809
854,20200809
855,20200809
856,20200809
857,20200809
858,20200809
859,20200809
860,20200809
861,20200809
862,20200809
863,20200809
864,20200809
865,20200809
866,20200810
867,20200810
868,20200810
869,20200810
870,20200810
871,20200810
872,20200810
873,20200810
874,20200810
875,20200810
876,20200810
877,20200810
878,20200810
879,20200810
880,20200810
881,20200810
882,20200810
883,20200810
884,20200811
885,20200811
886,20200811
887,20200811
888,20200811
889,20200811
890,20200811
891,20200811
892,20200811
893,20200811
894,20200811
895,20200811
896,20200811
897,20200811
898,20200811
899,20200811
900,20200811
901,20200811
902,20200811
903,20200811
904,20200811
905,20200811
906,20200811
907,20200811
908,20200812
909,20200812
910,20200812
911,20200812
912,20200812
913,20200812
914,20200812
915,20200812
916,20200812
917,20200812
918,20200812
919,20200812
920,20200813
921,20200813
922,20200813
923,20200813
924,20200813
925,20200813
926,20200813
927,20200813
928,20200813
929,20200813
930,20200813
931,20200813
932,20200813
933,20200813
934,20200813
935,20200813
936,20200813
937,20200813
938,20200813
939,20200813
940,20200813
941,20200813
942,20200813
943,20200813
944,20200813
945,20200813
946,20200813
947,20200813
948,20200813
949,20200813
950,20200813
951,20200813
952,20200813
953,20200813
954,20200813
955,20200813
956,20200813
957,20200813
958,20200813
959,20200813
960,20200813
961,20200813
962,20200813
963,20200813
964,20200813
965,20200813
966,20200813
967,20200813
968,20200813
969,20200813
970,20200813
971,20200813
972,20200813
973,20200813
974,20200813
975,20200813
976,20200813
977,20200813
978,20200813
979,20200813
980,20200813
981,20200813
982,20200813
983,20200813
984,20200813
985,20200813
986,20200813
987,20200813
988,20200813
989,20200813
990,20200813
991,20200813
992,20200813
993,20200813
994,20200813
995,20200813
996,20200813
997,20200813
998,20200813
999,20200813
1000,20200813
1001,20200814
1002,20200814
1003,20200814
1004,20200814
1005,20200814
1006,20200814
1007,20200814
1008,20200814
1009,20200814
1010,20200814
1011,20200814
1012,20200814
1013,20200814
1014,20200814
1015,20200814
1016,20200814
1017,20200814
1018,20200814
1019,20200814
1020,20200814
1021,20200814
1022,20200814
1023,20200814
1024,20200814
1025,20200814
1026,20200814
1027,20200814
1028,20200814
1029,20200814
1030,20200814
1031,20200814
1032,20200814
1033,20200814
1034,20200814
1035,20200814
1036,20200814
1037,20200814
1038,20200814
1039,20200814
1040,20200814
1041,20200814
1042,20200814
1043,20200814
1044,20200814
1045,20200814
1046,20200814
1047,20200814
1048,20200814
1049,20200814
1050,20200814
1051,20200814
1052,20200814
1053,20200814
1054,20200814
1055,20200814
1056,20200814
1057,20200814
1058,20200814
1059,20200814
1060,20200814
1061,20200814
1062,20200814
1063,20200814
1064,20200814
1065,20200814
1066,20200814
1067,20200814
1068,20200814
1069,20200814
1070,20200814
1071,20200814
1072,20200814
1073,20200814
1074,20200814
1075,20200814
1076,20200814
1077,20200814
1078,20200814
1079,20200814
1080,20200814
1081,20200814
1082,20200814
1083,20200814
1084,20200814
1085,20200814
1086,20200814
1087,20200814
1088,20200814
1089,20200814
1090,20200814
1091,20200814
1092,20200814
1093,20200814
1094,20200814
1095,20200814
1096,20200814
1097,20200814
1098,20200814
1099,20200814
1100,20200814
1101,20200814
1102,20200814
1103,20200814
1104,20200814
1105,20200814
1106,20200814
1107,20200814
1108,20200814
1109,20200814
1110,20200814
1111,20200814
1112,20200814
1113,20200814
1114,20200814
1115,20200814
1116,20200814
1117,20200814
1118,20200814
1119,20200814
1120,20200814
1121,20200814
1122,20200814
1123,20200814
1124,20200814
1125,20200814
1126,20200814
1127,20200814
1128,20200814
1129,20200814
1130,20200814
1131,20200814
1132,20200814
1133,20200814
1134,20200814
1135,20200814
1136,20200814
1137,20200814
1138,20200814
1139,20200814
1140,20200814
1141,20200814
1142,20200814
1143,20200814
1144,20200814
1145,20200814
1146,20200814
1147,20200814
1148,20200814
1149,20200814
1150,20200814
1151,20200814
1152,20200814
1153,20200814
1154,20200814
1155,20200814
1156,20200814
1157,20200814
1158,20200814
1159,20200814
1160,20200814
1161,20200814
1162,20200814
1163,20200814
1164,20200814
1165,20200814
1166,20200814
1167,20200814
1168,20200814
1169,20200814
1170,20200814
1171,20200814
1172,20200814
1173,20200814
1174,20200814
1175,20200814
1176,20200814
1177,20200814
1178,20200814
1179,20200815
1180,20200815
1181,20200815
1182,20200815
1183,20200815
1184,20200815
1185,20200815
1186,20200815
1187,20200815
1188,20200815
1189,20200815
1190,20200815
1191,20200815
1192,20200815
1193,20200815
1194,20200815
1195,20200815
1196,20200815
1197,20200815
1198,20200815
1199,20200815
1200,20200815
1201,20200815
1202,20200815
1203,20200815
1204,20200815
1205,20200815
1206,20200815
1207,20200815
1208,20200815
1209,20200815
1210,20200815
1211,20200815
1212,20200815
1213,20200815
1214,20200815
1215,20200815
1216,20200815
1217,20200815
1218,20200815
1219,20200815
1220,20200815
1221,20200815
1222,20200815
1223,20200815
1224,20200815
1225,20200815
1226,20200815
1227,20200815
1228,20200815
1229,20200816
1230,20200816
1231,20200816
1232,20200816
1233,20200816
1234,20200816
1235,20200816
1236,20200816
1237,20200816
1238,20200816
1239,20200816
1240,20200816
1241,20200816
1242,20200816
1243,20200816
1244,20200816
1245,20200816
1246,20200816
1247,20200816
1248,20200816
1249,20200816
1250,20200816
1251,20200816
1252,20200816
1253,20200816
1254,20200816
1255,20200816
1256,20200816
1257,20200816
1258,20200816
1259,20200816
1260,20200816
1261,20200816
1262,20200816
1263,20200816
1264,20200816
1265,20200816
1266,20200816
1267,20200816
1268,20200816
1269,20200816
1270,20200816
1271,20200816
1272,20200816
1273,20200816
1274,20200816
1275,20200816
1276,20200816
1277,20200816
1278,20200816
1279,20200816
1280,20200816
1281,20200816
1282,20200816
1283,20200816
1284,20200816
1285,20200816
1286,20200816
1287,20200816
1288,20200816
1289,20200816
1290,20200816
1291,20200816
1292,20200816
1293,20200816
1294,20200816
1295,20200816
1296,20200816
1297,20200816
1298,20200816
1299,20200816
1300,20200816
1301,20200816
1302,20200816
1303,20200816
1304,20200816
1305,20200816
1306,20200816
1307,20200817
1308,20200817
1309,20200817
1310,20200817
1311,20200817
1312,20200817
1313,20200817
1314,20200817
1315,20200817
1316,20200817
1317,20200817
1318,20200817
1319,20200817
1320,20200817
1321,20200817
1322,20200817
1323,20200817
1324,20200817
1325,20200817
1326,20200817
1327,20200817
1328,20200817
1329,20200817
1330,20200817
1331,20200817
1332,20200817
1333,20200817
1334,20200817
1335,20200817
1336,20200817
1337,20200817
1338,20200817
1339,20200817
1340,20200817
1341,20200817
1342,20200817
1343,20200817
1344,20200817
1345,20200817
1346,20200817
1347,20200817
1348,20200817
1349,20200817
1350,20200817
1351,20200817
1352,20200817
1353,20200817
1354,20200817
1355,20200817
1356,20200817
1357,20200817
1358,20200817
1359,20200818
1360,20200818
1361,20200818
1362,20200818
1363,20200818
1364,20200818
1365,20200818
1366,20200818
1367,20200818
1368,20200818
1369,20200818
1370,20200818
1371,20200818
1372,20200818
1373,20200818
1374,20200818
1375,20200818
1376,20200818
1377,20200818
1378,20200818
1379,20200818
1380,20200818
1381,20200818
1382,20200818
1383,20200818
1384,20200818
1385,20200818
1386,20200818
1387,20200818
1388,20200818
1389,20200818
1390,20200818
1391,20200818
1392,20200818
1393,20200818
1394,20200818
1395,20200818
1396,20200818
1397,20200818
1398,20200818
1399,20200818
1400,20200818
1401,20200818
1402,20200818
1403,20200818
1404,20200818
1405,20200818
1406,20200818
1407,20200818
1408,20200818
1409,20200818
1410,20200818
1411,20200818
1412,20200818
1413,20200818
1414,20200818
1415,20200818
1416,20200818
1417,20200818
1418,20200818
1419,20200818
1420,20200818
1421,20200818
1422,20200818
1423,20200818
1424,20200818
1425,20200818
1426,20200818
1427,20200818
1428,20200818
1429,20200818
1430,20200818
1431,20200818
1432,20200818
1433,20200818
1434,20200818
1435,20200818
1436,20200818
1437,20200818
1438,20200818
1439,20200818
1440,20200818
1441,20200818
1442,20200818
1443,20200818
1444,20200818
1445,20200818
1446,20200818
1447,20200818
1448,20200818
1449,20200818
1450,20200818
1451,20200818
1452,20200818
1453,20200818
1454,20200818
1455,20200818
1456,20200818
1457,20200818
1458,20200818
1459,20200818
1460,20200818
1461,20200818
1462,20200818
1463,20200818
1464,20200818
1465,20200818
1466,20200818
1467,20200818
1468,20200818
1469,20200818
1470,20200818
1471,20200818
1472,20200818
1473,20200818
1474,20200818
1475,20200818
1476,20200818
1477,20200818
1478,20200818
1479,20200818
1480,20200818
1481,20200818
1482,20200818
1483,20200818
1484,20200818
1485,20200818
1486,20200818
1487,20200818
1488,20200818
1489,20200818
1490,20200818
1491,20200818
1492,20200818
1493,20200818
1494,20200818
1495,20200818
1496,20200818
1497,20200818
1498,20200818
1499,20200818
1500,20200818
1501,20200818
1502,20200818
1503,20200818
1504,20200818
1505,20200818
1506,20200818
1507,20200818
1508,20200818
1509,20200818
1510,20200818
1511,20200818
1512,20200818
1513,20200818
1514,20200818
1515,20200818
1516,20200818
1517,20200818
1518,20200818
1519,20200818
1520,20200818
1521,20200818
1522,20200818
1523,20200818
1524,20200818
1525,20200818
1526,20200818
1527,20200818
1528,20200818
1529,20200818
1530,20200818
1531,20200818
1532,20200818
1533,20200818
1534,20200818
1535,20200818
1536,20200818
1537,20200818
1538,20200818
1539,20200818
1540,20200818
1541,20200818
1542,20200818
1543,20200818
1544,20200818
1545,20200818
1546,20200818
1547,20200818
1548,20200818
1549,20200818
1550,20200818
1551,20200818
1552,20200818
1553,20200818
1554,20200818
1555,20200818
1556,20200818
1557,20200818
1558,20200818
1559,20200818
1560,20200818
1561,20200818
1562,20200818
1563,20200818
1564,20200818
1565,20200818
1566,20200818
1567,20200818
1568,20200818
1569,20200818
1570,20200818
1571,20200818
1572,20200818
1573,20200818
1574,20200818
1575,20200818
1576,20200818
1577,20200818
1578,20200818
1579,20200818
1580,20200818
1581,20200818
1582,20200818
1583,20200818
1584,20200818
1585,20200818
1586,20200818
1587,20200818
1588,20200818
1589,20200818
1590,20200818
1591,20200819
1592,20200819
1593,20200819
1594,20200819
1595,20200819
1596,20200819
1597,20200819
1598,20200819
1599,20200819
1600,20200819
1601,20200819
1602,20200819
1603,20200819
1604,20200819
1605,20200819
1606,20200819
1607,20200819
1608,20200819
1609,20200819
1610,20200819
1611,20200819
1612,20200819
1613,20200819
1614,20200819
1615,20200819
1616,20200819
1617,20200819
1618,20200819
1619,20200819
1620,20200819
1621,20200819
1622,20200819
1623,20200819
1624,20200819
1625,20200819
1626,20200819
1627,20200819
1628,20200819
1629,20200819
1630,20200819
1631,20200819
1632,20200819
1633,20200819
1634,20200819
1635,20200819
1636,20200819
1637,20200819
1638,20200819
1639,20200819
1640,20200819
1641,20200819
1642,20200819
1643,20200819
1644,20200819
1645,20200819
1646,20200819
1647,20200819
1648,20200819
1649,20200819
1650,20200819
1651,20200819
1652,20200819
1653,20200819
1654,20200819
1655,20200819
1656,20200819
1657,20200819
1658,20200819
1659,20200819
1660,20200819
1661,20200819
1662,20200819
1663,20200819
1664,20200819
1665,20200819
1666,20200819
1667,20200819
1668,20200819
1669,20200819
1670,20200819
1671,20200820
1672,20200820
1673,20200820
1674,20200820
1675,20200820
1676,20200820
1677,20200820
1678,20200820
1679,20200820
1680,20200820
1681,20200820
1682,20200820
1683,20200820
1684,20200820
1685,20200820
1686,20200820
1687,20200820
1688,20200820
1689,20200820
1690,20200820
1691,20200820
1692,20200820
1693,20200820
1694,20200820
1695,20200820
1696,20200820
1697,20200820
1698,20200820
1699,20200820
1700,20200820
1701,20200820
1702,20200820
1703,20200820
1704,20200820
1705,20200820
1706,20200820
1707,20200820
1708,20200820
1709,20200820
1710,20200820
1711,20200820
1712,20200820
1713,20200820
1714,20200820
1715,20200820
1716,20200820
1717,20200820
1718,20200820
1719,20200820
1720,20200820
1721,20200820
1722,20200820
1723,20200820
1724,20200820
1725,20200820
1726,20200820
1727,20200820
1728,20200820
1729,20200820
1730,20200820
1731,20200820
1732,20200820
1733,20200820
1734,20200820
1735,20200820
1736,20200820
1737,20200820
1738,20200820
1739,20200820
1740,20200820
1741,20200820
1742,20200820
1743,20200820
1744,20200820
1745,20200820
1746,20200820
1747,20200820
1748,20200820
1749,20200820
1750,20200820
1751,20200820
1752,20200820
1753,20200820
1754,20200820
1755,20200820
1756,20200820
1757,20200820
1758,20200820
1759,20200820
1760,20200820
1761,20200820
1762,20200820
1763,20200820
1764,20200821
1765,20200821
1766,20200821
1767,20200821
1768,20200821
1769,20200821
1770,20200821
1771,20200821
1772,20200821
1773,20200821
1774,20200821
1775,20200821
1776,20200821
1777,20200821
1778,20200821
1779,20200821
1780,20200821
1781,20200821
1782,20200821
1783,20200821
1784,20200821
1785,20200821
1786,20200821
1787,20200821
1788,20200821
1789,20200821
1790,20200821
1791,20200821
1792,20200821
1793,20200821
1794,20200821
1795,20200821
1796,20200821
1797,20200821
1798,20200821
1799,20200821
1800,20200821
1801,20200821
1802,20200821
1803,20200821
1804,20200821
1805,20200821
1806,20200821
1807,20200821
1808,20200821
1809,20200821
1810,20200821
1811,20200821
1812,20200821
1813,20200821
1814,20200821
1815,20200821
1816,20200821
1817,20200821
1818,20200821
1819,20200821
1820,20200821
1821,20200821
1822,20200821
1823,20200821
1824,20200821
1825,20200821
1826,20200821
1827,20200821
1828,20200821
1829,20200821
1830,20200821
1831,20200821
1832,20200821
1833,20200821
1834,20200821
1835,20200821
1836,20200821
1837,20200821
1838,20200821
1839,20200821
1840,20200821
1841,20200821
1842,20200821
1843,20200821
1844,20200821
1845,20200821
1846,20200821
1847,20200821
1848,20200821
1849,20200821
1850,20200821
1851,20200821
1852,20200821
1853,20200821
1854,20200821
1855,20200821
1856,20200821
1857,20200821
1858,20200821
1859,20200821
1860,20200822
1861,20200822
1862,20200822
1863,20200822
1864,20200822
1865,20200822
1866,20200822
1867,20200822
1868,20200822
1869,20200822
1870,20200822
1871,20200822
1872,20200822
1873,20200822
1874,20200822
1875,20200822
1876,20200822
1877,20200822
1878,20200822
1879,20200822
1880,20200822
1881,20200822
1882,20200822
1883,20200822
1884,20200822
1885,20200822
1886,20200822
1887,20200822
1888,20200822
1889,20200822
1890,20200822
1891,20200822
1892,20200822
1893,20200822
1894,20200822
1895,20200822
1896,20200822
1897,20200822
1898,20200822
1899,20200822
1900,20200822
1901,20200822
1902,20200822
1903,20200822
1904,20200822
1905,20200822
1906,20200822
1907,20200822
1908,20200822
1909,20200822
1910,20200822
1911,20200822
1912,20200822
1913,20200822
1914,20200822
1915,20200822
1916,20200822
1917,20200822
1918,20200822
1919,20200822
1920,20200822
1921,20200822
1922,20200822
1923,20200822
1924,20200822
1925,20200822
1926,20200822
1927,20200822
1928,20200822
1929,20200822
1930,20200822
1931,20200822
1932,20200822
1933,20200822
1934,20200822
1935,20200822
1936,20200822
1937,20200822
1938,20200822
1939,20200822
1940,20200822
1941,20200822
1942,20200822
1943,20200822
1944,20200822
1945,20200822
1946,20200822
1947,20200822
1948,20200822
1949,20200822
1950,20200822
1951,20200822
1952,20200822
1953,20200822
1954,20200822
1955,20200822
1956,20200822
1957,20200822
1958,20200822
1959,20200822
1960,20200822
1961,20200822
1962,20200822
1963,20200822
1964,20200822
1965,20200822
1966,20200822
1967,20200822
1968,20200822
1969,20200822
1970,20200822
1971,20200822
1972,20200822
1973,20200822
1974,20200822
1975,20200822
1976,20200822
1977,20200822
1978,20200822
1979,20200822
1980,20200822
1981,20200822
1982,20200822
1983,20200822
1984,20200822
1985,20200822
1986,20200822
1987,20200822
1988,20200822
1989,20200822
1990,20200822
1991,20200822
1992,20200822
1993,20200822
1994,20200822
1995,20200822
1996,20200822
1997,20200822
1998,20200822
1999,20200822
2000,20200822
2001,20200822
2002,20200822
2003,20200822
2004,20200822
2005,20200822
2006,20200822
2007,20200822
2008,20200822
2009,20200822
2010,20200822
2011,20200824
2012,20200824
2013,20200824
2014,20200824
2015,20200824
2016,20200825
2017,20200825
2018,20200825
2019,20200825
2020,20200825
2021,20200825
2022,20200825
2023,20200825
2024,20200825
2025,20200825
2026,20200825
2027,20200825
2028,20200825
2029,20200825
2030,20200825
2031,20200825
2032,20200825
2033,20200825
2034,20200825
2035,20200825
2036,20200825
2037,20200825
2038,20200825
2039,20200825
2040,20200825
2041,20200825
2042,20200825
2043,20200825
2044,20200825
2045,20200825
2046,20200825
2047,20200825
2048,20200825
2049,20200825
2050,20200825
2051,20200825
2052,20200825
2053,20200825
2054,20200825
2055,20200825
2056,20200825
2057,20200825
2058,20200825
2059,20200826
2060,20200826
2061,20200826
2062,20200826
2063,20200826
2064,20200826
2065,20200826
2066,20200826
2067,20200826
2068,20200826
2069,20200826
2070,20200826
2071,20200826
2072,20200826
2073,20200826
2074,20200826
2075,20200826
2076,20200826
2077,20200826
2078,20200826
2079,20200826
2080,20200826
2081,20200826
2082,20200826
2083,20200826
2084,20200826
2085,20200826
2086,20200826
2087,20200826
2088,20200826
2089,20200826
2090,20200826
2091,20200826
2092,20200826
2093,20200826
2094,20200826
2095,20200826
2096,20200826
2097,20200826
2098,20200826
2099,20200826
2100,20200826
2101,20200826
2102,20200826
2103,20200826
2104,20200826
2105,20200826
2106,20200826
2107,20200826
2108,20200826
2109,20200826
2110,20200826
2111,20200826
2112,20200826
2113,20200826
2114,20200826
2115,20200826
2116,20200826
2117,20200826
2118,20200826
2119,20200826
2120,20200826
2121,20200826
2122,20200826
2123,20200826
2124,20200826
2125,20200826
2126,20200826
2127,20200826
2128,20200826
2129,20200826
2130,20200826
2131,20200826
2132,20200826
2133,20200826
2134,20200826
2135,20200826
2136,20200826
2137,20200826
2138,20200826
2139,20200826
2140,20200826
